"","movie_title","title_year","budget","log_budget","gross","log_gross","country","language","color","duration","genre_action","genre_adventure","genre_animation","genre_biography","genre_comedy","genre_crime","genre_documentary","genre_drama","genre_family","genre_fantasy","genre_film_noir","genre_game_show","genre_history","genre_horror","genre_music","genre_musical","genre_mystery","genre_news","genre_reality_tv","genre_romance","genre_sci_fi","genre_short","genre_sport","genre_thriller","genre_war","genre_western","plot_keywords","content_rating","imdb_score","num_critic_for_reviews","num_user_for_reviews","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","cast_total_facebook_likes","facenumber_in_poster","movie_facebook_likes","high_gross"
"1774","Ghost Town ",2008,2e+07,16.8112428315183,13214030,16.3967897018887,"USA","English","Color",102,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"bouquet of roses|bright light|cardiopulmonary resuscitation|ghost|white rose","PG-13",6.7,210,147,"David Koepp",192,"Aasif Mandvi",346,"Dequina Moore",41,"Jordan Carlos",31,500,3,0,"Low"
"1775","12 Rounds ",2009,2.2e+07,16.9065530113226,12232937,16.3196426260117,"USA","English","Color",108,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"2000s|detective|sadist|terrorism|terrorist","PG-13",5.6,113,113,"Renny Harlin",212,"Taylor Cole",969,"Ashley Scott",794,"Nick Gomez",347,2799,1,0,"Low"
"1776","3 Ninjas Kick Back ",1994,2e+07,16.8112428315183,11784000,16.2822532371246,"USA","English","Color",93,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1990s|dagger|japan|mousetrap|stick fight","PG",4.3,5,26,"Charles T. Kanganis",18,"Victor Wong",400,"Dustin Nguyen",220,"Don Stark",181,1151,0,444,"Low"
"1777","Triple 9 ",2016,2e+07,16.8112428315183,12626905,16.3513404128319,"USA","English","Color",115,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"betrayal|corrupt cop|heist|murder of a police officer|police detective","R",6.3,214,106,"John Hillcoat",214,"Kate Winslet",14000,"Norman Reedus",12000,"Clifton Collins Jr.",968,27214,3,0,"Low"
"1778","Deconstructing Harry ",1997,2e+07,16.8112428315183,10569071,16.1734424637284,"USA","English","Color",96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"marriage|novelist|panties pulled down|writer's block|writing","R",7.4,104,131,"Woody Allen",11000,"Woody Allen",11000,"Lynn Cohen",474,"Judy Davis",223,11867,2,0,"Low"
"1779","Burnt ",2015,2e+07,16.8112428315183,13650738,16.4293041440678,"USA","English","Color",101,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chef|gay kiss|michelin star|restaurant|violent behavior","R",6.6,175,129,"John Wells",53,"Bradley Cooper",14000,"Omar Sy",1000,"Riccardo Scamarcio",580,16926,1,25000,"Low"
"1780","We're No Angels ",1989,2e+07,16.8112428315183,10555348,16.1721432088774,"USA","English","Color",106,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"con|convict|escape|police|priest","PG-13",6,20,42,"Neil Jordan",277,"Robert De Niro",22000,"Demi Moore",2000,"James Russo",383,24887,0,855,"Low"
"1781","Everyone Says I Love You ",1996,2e+07,16.8112428315183,9714482,16.0891283197633,"USA","English","Color",101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"engagement|grandfather|liberal|maid|song","R",6.8,69,140,"Woody Allen",11000,"Natasha Lyonne",1000,"Gaby Hoffmann",612,"Jeff DeRocker",2,1614,0,0,"Low"
"1782","Death at a Funeral ",2007,9e+06,16.0127351353005,8579684,15.9649076409491,"USA","English","Color",87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"end credits roll call|four word title|funeral|secret|uncle","R",7.4,168,199,"Frank Oz",0,"Peter Dinklage",22000,"Ewen Bremner",557,"Kris Marshall",548,24324,0,0,"Low"
"1783","Death Sentence ",2007,2e+07,16.8112428315183,9525276,16.0694594549352,"USA","English","Color",111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"blood|death|gang|murder|revenge","R",6.8,166,299,"James Wan",0,"Aisha Tyler",856,"Kelly Preston",742,"Edi Gathegi",725,3309,0,0,"Low"
"1784","Everybody's Fine ",2009,2.1e+07,16.8600329956877,8855646,15.9965657796719,"USA","English","Color",99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bus trip|parental love|retirement|surprise visit|train ride","PG-13",7.2,160,117,"Kirk Jones",52,"Robert De Niro",22000,"James Frain",1000,"Brendan Sexton III",148,23409,1,10000,"Low"
"1785","Code Name: The Cleaner ",2007,2e+07,16.8112428315183,8104069,15.9078768391883,"USA","English","Color",91,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"comic violence|hand to hand combat|kung fu|talking to self in mirror|violence","PG-13",4.5,53,26,"Les Mayfield",10,"Callum Rennie",716,"Will Patton",537,"Cedric the Entertainer",436,2700,3,233,"Low"
"1786","Connie and Carla ",2004,2e+07,16.8112428315183,8054280,15.9017141851232,"USA","English","Color",108,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"box office flop|drag queen|gender disguise|mafia|witness","PG-13",6.3,76,117,"Michael Lembeck",54,"Debbie Reynolds",786,"Nia Vardalos",567,"Dash Mihok",463,2730,3,924,"Low"
"1787","Inherent Vice ",2014,2e+07,16.8112428315183,8093318,15.9065493409222,"USA","English","Color",148,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration","R",6.7,401,242,"Paul Thomas Anderson",0,"Martin Dew",204,"Katherine Waterston",178,"Serena Scott Thomas",175,707,0,18000,"Low"
"1788","Doogal ",2006,2e+07,16.8112428315183,7382993,15.8146896699168,"USA","English","Color",77,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diamond|lava|magic|mountain|sorcerer","G",2.8,31,114,"Dave Borthwick",3,"Jimmy Fallon",787,"Kylie Minogue",690,"Jon Stewart",593,2185,0,346,"Low"
"1789","Battle of the Year ",2013,2e+07,16.8112428315183,8888355,16.0002525509981,"USA","English","Color",110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"3 dimensional|box office flop|critically bashed|dancing","PG-13",5,65,25,"Benson Lee",9,"Chris Brown",997,"Caity Lotz",941,"Laz Alonso",826,3177,19,0,"Low"
"1790","An American Carol ",2008,1.2e+07,16.3004172077523,7001720,15.7616663911225,"USA","English","Color",83,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"arab stereotype|box office flop|documentary filmmaker|filmmaker|terrorist","PG-13",4.3,45,205,"David Zucker",119,"Chriss Anglin",885,"Geoffrey Arend",816,"Gary Coleman",633,2907,2,797,"Low"
"1791","Strange Wilderness ",2008,2e+07,16.8112428315183,6563357,15.697012767832,"USA","English","Color",87,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bigfoot|critically bashed|ecuador|friend|tv show","R",5.3,58,120,"Fred Wolf",29,"Kevin Alejandro",1000,"Ashley Scott",794,"Jeff Garlin",522,4218,4,847,"Low"
"1792","A Scanner Darkly ",2006,8700000,15.9788335836248,5480996,15.5167973942342,"USA","English","Color",100,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"detective|drugs|substance d|undercover|undercover cop","R",7.1,232,293,"Richard Linklater",0,"Robert Downey Jr.",21000,"Keanu Reeves",18000,"Rory Cochrane",407,39507,0,0,"Low"
"1793","Chasing Mavericks ",2012,2e+07,16.8112428315183,6002756,15.6077292550644,"USA","English","Color",116,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"box office flop|no opening credits|surfing|two word title|year 1987","PG",7.2,116,75,"Michael Apted",150,"Gerard Butler",18000,"Abigail Spencer",1000,"Leven Rambin",956,21200,2,13000,"Low"
"1794","Bandslam ",2009,2e+07,16.8112428315183,5205343,15.4651961560348,"USA","English","Color",111,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"battle of the bands|high school|rock 'n' roll|school|teenager","PG",6.4,79,39,"Todd Graff",650,"Scott Porter",690,"Charlie Saxton",224,"Ryan Donowho",181,1573,3,1000,"Low"
"1795","Birth ",2004,2e+07,16.8112428315183,5005883,15.4261243787471,"USA","English","Color",100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"birthday|boy|dead husband|death|widow","R",6.1,167,361,"Jonathan Glazer",143,"Cameron Bright",829,"Anne Heche",681,"Danny Huston",430,2295,1,0,"Low"
"1796","A Most Violent Year ",2014,2e+07,16.8112428315183,5749134,15.5645597927353,"USA","English","Color",125,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"american dream|immigrant|new york city|oil|violence","R",7,350,180,"J.C. Chandor",78,"David Oyelowo",1000,"Ashley Williams",969,"Albert Brooks",745,3979,0,0,"Low"
"1797","Flash of Genius ",2008,2e+07,16.8112428315183,4234040,15.2586671779635,"USA","English","Color",119,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"flash of genius|genius|intellectual property|professor|university","PG-13",7,99,45,"Marc Abraham",18,"Dylan Authors",20,"Bill Lake",18,"Victoria Learn",9,64,0,0,"Low"
"1798","I'm Not There. ",2007,2e+07,16.8112428315183,4001121,15.2020851298215,"USA","English"," Black and White",135,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1960s|actor|horseback riding|reporter|riding the rails","R",7,231,230,"Todd Haynes",162,"Christian Bale",23000,"Heath Ledger",13000,"Tyrone Benskin",228,36398,0,0,"Low"
"1799","The Cold Light of Day ",2012,2e+07,16.8112428315183,3749061,15.1370159665913,"USA","English","Color",93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing","PG-13",4.9,119,113,"Mabrouk El Mechri",19,"Henry Cavill",15000,"Bruce Willis",13000,"Óscar Jaenada",619,30134,3,0,"Low"
"1800","The Brothers Bloom ",2008,2e+07,16.8112428315183,3519627,15.0738655760504,"USA","English","Color",114,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"con man|eccentric|heiress|love|revenge","PG-13",6.9,182,105,"Rian Johnson",0,"Zachary Gordon",975,"Maximilian Schell",877,"Nora Zehetner",446,3014,4,0,"Low"
"1801","Synecdoche, New York ",2008,2.1e+07,16.8600329956877,3081925,14.9410649597186,"USA","English","Color",124,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"actress|director|play|theatre director|warehouse","R",7.5,245,274,"Charlie Kaufman",0,"Philip Seymour Hoffman",22000,"Jennifer Jason Leigh",1000,"Samantha Morton",631,24732,0,13000,"Low"
"1802","Can't Stop the Music ",1980,2e+07,16.8112428315183,2000000,14.5086577385242,"USA","English","Color",124,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city","PG",4.5,26,74,"Nancy Walker",42,"Steve Guttenberg",801,"Randy Jones",174,"Caitlyn Jenner",161,1462,0,1000,"Low"
"1803","Courage ",2015,2e+07,16.8112428315183,2246000,14.6246614142805,"USA","English","Color",118,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"coach|football|football movie|football team|high school sweethearts","PG",7,27,20,"Angelo Pizzo",14,"Donny Boaz",2000,"Finn Wittrock",769,"Brent Anderson",400,3384,4,0,"Low"
"1804","Marci X ",2003,2e+07,16.8112428315183,1646664,14.3142619810615,"USA","English","Color",80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"female protagonist|hip hop|jewish american princess|rapper|record label","R",2.8,28,66,"Richard Benjamin",121,"Damon Wayans",836,"Jane Krakowski",624,"Paula Garcés",587,2467,2,241,"Low"
"1805","Equilibrium ",2002,2e+07,16.8112428315183,1190018,13.9894789910237,"USA","English","Color",107,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"cleric|dystopia|fascist|law|neo noir","R",7.5,146,1137,"Kurt Wimmer",110,"Christian Bale",23000,"Emily Watson",876,"Sean Pertwee",722,25088,2,20000,"Low"
"1806","The Yards ",2000,2.4e+07,16.9935643883122,882710,13.6907519998215,"USA","English","Color",115,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"best friend|corruption|fall to death|female nudity|friend","R",6.4,93,138,"James Gray",115,"Charlize Theron",9000,"Ellen Burstyn",1000,"Faye Dunaway",977,11433,2,401,"Low"
"1807","The Oogieloves in the Big Balloon Adventure ",2012,2e+07,16.8112428315183,1064277,13.8778062533474,"USA","English","Color",88,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"balloon|birthday|box office flop|critically bashed","G",6.7,28,83,"Matthew Diamond",12,"Chazz Palminteri",979,"Garrett Clayton",532,"Toni Braxton",231,1978,0,831,"Low"
"1808","By the Sea ",2015,1e+07,16.1180956509583,531009,13.182534249233,"USA","English","Color",122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity","R",5.3,131,61,"Angelina Jolie Pitt",11000,"Brad Pitt",11000,"Angelina Jolie Pitt",11000,"Melvil Poupaud",188,22319,0,0,"Low"
"1809","The Game of Their Lives ",2005,2e+07,16.8112428315183,375474,12.8359445067771,"USA","English","Color",101,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"1950s|brazil|soccer|soccer movie|world cup","PG",6.2,21,46,"David Anspaugh",25,"Gerard Butler",18000,"Costas Mandylor",723,"Jimmy Jean-Louis",407,20354,0,445,"Low"
"1810","Rapa Nui ",1994,2e+07,16.8112428315183,305070,12.6282965374533,"USA","English","Color",107,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"easter island|location in title|statue|topless female nudity|two word title","R",6.4,9,25,"Kevin Reynolds",58,"Esai Morales",699,"Jason Scott Lee",533,"Sandrine Holt",324,1592,1,399,"Low"
"1811","Dylan Dog: Dead of Night ",2010,2e+07,16.8112428315183,1183354,13.9838633374197,"USA","English","Color",107,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"close up of eyes|monster|quirkiness|supernatural|vomiting","PG-13",5.1,138,75,"Kevin Munroe",14,"Marco St. John",403,"Laura Spencer",368,"Anita Briem",311,1577,1,0,"Low"
"1812","People I Know ",2002,2.2e+07,16.9065530113226,121972,11.7115467891776,"USA","English","Color",100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"actor|client|new york|protection|scandal","R",5.5,42,81,"Daniel Algrant",3,"Al Pacino",14000,"Richard Schiff",506,"Mark Webber",442,15612,3,217,"Low"
"1813","The Tempest ",2010,2e+07,16.8112428315183,263365,12.4812961817098,"USA","English","Color",110,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"banishment|sorcery|spirit|staff|storm at sea","PG-13",5.4,92,36,"Julie Taymor",278,"Djimon Hounsou",3000,"Reeve Carney",602,"Tom Conti",181,3785,2,0,"Low"
"1814","Dances with Wolves ",1990,2.2e+07,16.9065530113226,184208848,19.0315807153767,"USA","English","Color",236,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"friendship|frontier|honor|outpost|soldier","PG-13",8,92,382,"Kevin Costner",0,"Mary McDonnell",933,"Michael Spears",839,"Maury Chaykin",232,2398,1,0,"High"
"1815","Bad Teacher ",2011,2e+07,16.8112428315183,100292856,18.4236050240744,"USA","English","Color",97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"boob job|breast enlargement|breast surgery|cheating on a test|ejaculation","R",5.7,286,296,"Jake Kasdan",52,"Justin Timberlake",3000,"John Michael Higgins",957,"Phyllis Smith",384,5547,0,16000,"High"
"1816","Sea of Love ",1989,1.9e+07,16.7599495371307,58571513,17.8857590100697,"USA","English","Color",113,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"detective|love|single|suspect|title from song","R",6.8,43,112,"Harold Becker",17,"Al Pacino",14000,"Michael O'Neill",599,"Ellen Barkin",551,15914,1,0,"High"
"1817","A Cinderella Story ",2004,2e+07,16.8112428315183,51431160,17.7557547724258,"USA","English","Color",95,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"cinderella story|correspondence|evil step mother|female protagonist|teenage girl","PG",5.9,69,232,"Mark Rosman",15,"Dan Byrd",1000,"Lin Shaye",852,"Julie Gonzalo",528,3092,2,0,"High"
"1818","Scream ",1996,1.5e+07,16.5235607590665,103001286,18.4502520315529,"USA","English","Color",103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"mask|mystery killer|slasher|teenage girl|telephone","R",7.2,242,869,"Wes Craven",0,"David Arquette",611,"W. Earl Brown",422,"Roger Jackson",157,1212,0,11000,"High"
"1819","Thir13en Ghosts ",2001,2e+07,16.8112428315183,41867960,17.5500314145729,"USA","English","Color",91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"collector|ghost|ghost hunter|glass house|machine","R",5.5,149,478,"Steve Beck",17,"Shannon Elizabeth",1000,"Embeth Davidtz",795,"F. Murray Abraham",670,3023,0,0,"High"
"1820","Back to the Future ",1985,1.9e+07,16.7599495371307,210609762,19.1655175098662,"USA","English","Color",116,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"clock tower|delorean|future|time travel|time travel comedy","PG",8.5,198,809,"Robert Zemeckis",0,"Lea Thompson",1000,"Thomas F. Wilson",690,"J.J. Cohen",459,3230,0,39000,"High"
"1821","House on Haunted Hill ",1999,1.9e+07,16.7599495371307,40846082,17.5253214627977,"USA","English","Color",93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"billionaire|corpse|eccentric|haunted hospital|haunted house","R",5.6,147,536,"William Malone",37,"Jeffrey Combs",885,"Peter Gallagher",828,"Bridgette Wilson-Sampras",545,2872,0,0,"High"
"1822","I Can Do Bad All by Myself ",2009,1.3e+07,16.3804599154258,51697449,17.7609189959015,"USA","English","Color",113,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aunt|immigrant|looting|love|nightclub singer","PG-13",4.1,36,59,"Tyler Perry",0,"Eric Mendenhall",607,"Mary J. Blige",269,"Hope Olaide Wilson",256,1465,6,1000,"High"
"1823","The Switch ",2010,1.9e+07,16.7599495371307,27758465,17.139051396685,"USA","English","Color",101,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"artificial insemination|best friend|new york city|sperm|sperm donor","PG-13",6.1,181,120,"Josh Gordon",8,"Caroline Dhavernas",544,"Scott Elrod",449,"Kelli Barrett",110,1292,2,0,"Low"
"1824","Just Married ",2003,1.8e+07,16.7058823158604,56127162,17.8431304244429,"USA","English","Color",95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"fall|honeymoon|love|marriage|newlywed","PG-13",5.4,97,205,"Shawn Levy",189,"Taran Killam",500,"David Agranov",308,"David Moscow",306,2020,2,0,"High"
"1825","The Crazies ",2010,2e+07,16.8112428315183,39103378,17.4817194150858,"USA","English","Color",101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"deputy|iowa|rural setting|sheriff|survival","R",6.5,308,251,"Breck Eisner",42,"Radha Mitchell",991,"Glenn Morshower",894,"John Aylward",219,2609,0,0,"Low"
"1826","The Book Thief ",2013,1.9e+07,16.7599495371307,21483154,16.8827796510903,"USA","English","Color",131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"basement|book|girl|library|track","PG-13",7.6,252,236,"Brian Percival",33,"Emily Watson",876,"Sophie Nélisse",526,"Roger Allam",326,1985,1,53000,"Low"
"1827","Sex Drive ",2008,1.9e+07,16.7599495371307,8396942,15.9433781499131,"USA","English","Color",129,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"amish|friend|friendship|high school|virgin","R",6.5,102,103,"Sean Anders",51,"Katrina Bowden",948,"Michael Cudlitz",822,"Alice Greczyn",630,4324,1,0,"Low"
"1828","Leap Year ",2010,1.9e+07,16.7599495371307,12561,9.43835205468725,"USA","English","Color",100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ireland|irish|journey|tradition|travel","PG",6.4,134,181,"Anand Tucker",14,"Adam Scott",3000,"Kaitlin Olson",547,"Dominique McElligott",356,4094,2,13000,"Low"
"1829","Take Me Home Tonight ",2011,2.3e+07,16.9510047738934,6923891,15.7504884528089,"USA","English","Color",97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"friend|night|party|sex scene|sister","R",6.3,136,83,"Michael Dowse",31,"Topher Grace",2000,"Michael Biehn",2000,"Dan Fogler",562,5519,4,0,"Low"
"1830","The Nutcracker ",1993,1.9e+07,16.7599495371307,2119994,14.5669238164555,"USA","English","Color",92,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"christmas|lifting female in air|lifting male in air|lifting someone into the air|little girl","G",5.7,10,15,"Emile Ardolino",22,"Darci Kistler",2,"Kyra Nichols",0,"Margaret Tracey",0,2,0,238,"Low"
"1831","The Amityville Horror ",2005,1.9e+07,16.7599495371307,64255243,17.9783738815231,"USA","English","Color",90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"ghost|haunted house|murder|nightmare|priest","R",6,220,518,"Andrew Douglas",15,"Jimmy Bennett",87000,"Chloë Grace Moretz",17000,"Ryan Reynolds",16000,120797,0,0,"High"
"1832","Adaptation. ",2002,1.9e+07,16.7599495371307,22245861,16.9176665268003,"USA","English","Color",81,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"book|orchid|screenwriter|thief|twin","R",7.7,241,710,"Spike Jonze",0,"Nicolas Cage",12000,"Meryl Streep",11000,"Roger Willie",836,25489,0,0,"Low"
"1833","Fear and Loathing in Las Vegas ",1998,18500000,16.7332812900486,10562387,16.1728098523655,"USA","English","Color",118,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"american dream|convertible|drugs|journalist|lawyer","R",7.7,156,648,"Terry Gilliam",0,"Johnny Depp",40000,"Michael Jeter",693,"Ellen Barkin",551,43105,0,15000,"Low"
"1834","The Invention of Lying ",2009,18500000,16.7332812900486,18439082,16.7299829917732,"USA","English","Color",100,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"genetics|heaven|lie|screenwriter|truth","PG-13",6.4,192,287,"Ricky Gervais",0,"Jennifer Garner",3000,"Tina Fey",2000,"Martin Starr",985,7252,3,13000,"Low"
"1835","Neighbors ",2014,1.8e+07,16.7058823158604,150056505,18.8265224811269,"USA","English","Color",97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"broken leg|friendship|jewish|topless female nudity|urination","R",6.4,351,397,"Nicholas Stoller",89,"Craig Roberts",920,"Carla Gallo",798,"Ike Barinholtz",329,2771,3,21000,"High"
"1836","The Mask ",1994,1.8e+07,16.7058823158604,119938730,18.6024915870209,"USA","English","Color",114,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bank|bank clerk|gangster|loki|mask","PG-13",6.9,57,213,"Chuck Russell",55,"Peter Greene",789,"Amy Yasbeck",424,"Reg E. Cathey",360,2085,0,0,"High"
"1837","Big ",1988,1.8e+07,16.7058823158604,114968774,18.5601711190217,"USA","English","Color",130,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"friend|job|new york city|toy|wish","PG",7.3,99,204,"Penny Marshall",545,"Tom Hanks",15000,"Jon Lovitz",11000,"John Heard",697,28018,1,0,"High"
"1838","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ",2006,1.8e+07,16.7058823158604,128505958,18.6714858269834,"USA","English","Color",82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"california|city|kazakhstan|travel|tv reporter","R",7.3,343,1198,"Larry Charles",119,"Luenell",332,"Ken Davitian",165,"Chester",6,505,1,0,"High"
"1839","Legally Blonde ",2001,1.8e+07,16.7058823158604,95001351,18.3694016705163,"USA","English","Color",96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"blonde|harvard|law|law school|sorority","PG-13",6.2,163,548,"Robert Luketic",126,"Linda Cardellini",2000,"Raquel Welch",788,"Alanna Ubach",584,4380,1,0,"High"
"1840","Star Trek III: The Search for Spock ",1984,1.7e+07,16.6487239020205,76400000,18.1514932541367,"USA","English","Color",105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"dying planet|planet|regaining one's memory|sacrifice|stabbed to death","PG",6.6,110,192,"Leonard Nimoy",12000,"Leonard Nimoy",12000,"Nichelle Nichols",664,"Walter Koenig",643,14762,1,0,"High"
"1841","The Exorcism of Emily Rose ",2005,2e+07,16.8112428315183,75072454,18.1339642585047,"USA","English","Color",122,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"death|demonic possession|exorcism|lawyer|priest","PG-13",6.7,233,522,"Scott Derrickson",301,"Tom Wilkinson",1000,"Colm Feore",539,"JR Bourne",457,2759,0,0,"High"
